z,score,contributing_lines
2.307,-0.017415372045037566,5
2.3075,-0.1871653740135956,5
2.308,-0.37737542535914903,5
2.3085,-0.5247624949670285,5
2.309,-0.6162392108664123,5
2.3095,-0.6605287387501926,5
2.31,-0.679962272830754,5
2.3105,-0.6619031521071779,5
2.311,-0.5607439273888594,5
2.3115,-0.4609988926393442,5
2.312,-0.36216731078977543,5
2.3125,-0.24890493053271856,5
2.313,-0.13692008627401223,5
2.3135,0.026221543834938695,5
2.314,0.1681150274934323,5
2.3145,0.28253760172709685,5
2.315,0.34913423545405087,5
2.3155,0.37439003959195677,5
2.316,0.36918057674862503,5
2.3165,0.3100966102259652,5
2.317,0.20860173405095359,5
2.3175,0.00230544673066104,5
2.318,-0.17750145154555072,5
2.3185000000000002,-0.2797605281092212,5
2.319,-0.33333033631286024,5
2.3195,-0.38040911819967427,5
2.32,-0.41122372806756835,5
2.3205,-0.390205469090968,5
2.321,-0.3337445321422257,5
2.3215,-0.27127550374492365,5
2.322,-0.20621029811483715,5
2.3225,-0.12892881451665705,5
