redshift_z,comoving_distance_Gly,luminosity_distance_Gly,universe_age_Myr,shell_volume_Gpc3_per_z_all_sky,shell_volume_norm,cumulative_R3_volume_fraction_to_46p5Gly,Lmin_over_Lstar_toy,schechter_visible_fraction,toy_detection_fraction,raw_detected_proxy_norm,volume_corrected_proxy_norm,cumulative_detected_proxy
0.11267597765363128,1.584698499332353,1.7632559520308682,12284.537279211963,12.434228602024591,0.023489967465286126,3.958048224527534e-05,0.0001,1.0,0.995267228392764,0.08349047997390886,0.9997952812531311,0.0010536062055099126
0.1238435754189944,1.7369270306024525,1.952034284314157,12148.405644674873,14.851486480971394,0.028056499957894603,5.211777454770026e-05,0.0001,1.0,0.9952463508002358,0.0997192317975119,0.999774308676221,0.0013701377655879659
0.13501117318435754,1.8882715972519866,2.143209360887678,12014.402757522657,17.450027043122287,0.03296550036441858,6.696294158827815e-05,0.0001,1.0,0.9952253809808191,0.11716447574969296,0.9997532434528283,0.0017420445044012396
0.14617877094972068,2.0387302194005135,2.336749297170535,11882.488667579915,20.222128463917535,0.03820238109655755,8.427920347469559e-05,0.0001,1.0,0.9952043185282218,0.13577428454194712,0.9997320851748124,0.0021730230160669937
0.15734636871508378,2.1883012087778027,2.5326224576338183,11752.624333592448,23.160185376366382,0.04375277457037104,0.00010422272933697901,0.0001,1.0,0.9951831630343824,0.15549751648093615,0.9997108334322553,0.0026666075593165693
0.16851396648044692,2.3369831635663267,2.730797466056911,11624.771592747416,26.25671432830344,0.04960254351578633,0.00012694274701362417,0.0001,1.0,0.9951619140894615,0.17628385206778405,0.9996894878134532,0.0032261726673279284
0.17968156424581005,2.4847749630203615,2.9312432151746846,11498.893131833385,29.504358794484222,0.055737790445136,0.0001525816575532932,0.0001,1.0,0.9951405712818348,0.19808382760326473,0.9996680479049089,0.0038549358642287093
0.1908491620111732,2.631675761881627,3.1339288757218515,11374.952459930835,32.89589374894811,0.06214486629098024,0.00018127515412491143,0.0001,1.0,0.9951191341980853,0.22084886583569394,0.9996465132913246,0.004555960478882681
0.20201675977653633,2.777684984611,3.3388239048820525,11252.91388253095,36.42422980454492,0.06881037822624177,0.00021315234493466797,0.0001,1.0,0.9950976024229956,0.24453130369819362,0.9996248835555939,0.005332158546720592
0.21318435754189943,2.9228023194554766,3.545898054150566,11132.74247698766,40.0824169278661,0.07572119668222153,0.00024833587975540684,0.0001,1.0,0.9950759755395405,0.26908441719102383,0.999603158278794,0.006186293790553202
0.22435195530726257,3.067027712369062,3.7551213766206217,11014.40406921426,43.86364773903635,0.08286446158235893,0.0002869420796820357,0.0001,1.0,0.9950542531288787,0.29446244347283007,0.9995813370401784,0.007120984671506981
0.2355195530726257,3.210361360805773,3.9664642337043756,10897.865211542017,47.76126040691307,0.09022758781166146,0.0003290810697357975,0.0001,1.0,0.9950324347703472,0.320620600231977,0.99955941941717,0.008138707501448815
0.2466871508379888,3.352803707402414,4.179897301300563,10783.093161663808,51.76874115120944,0.09779826994355945,0.000374856913950406,0.0001,1.0,0.9950105200414506,0.3475151024156348,0.9995374049853514,0.009241799608512657
0.25785474860335195,3.494355433568161,4.395391575421637,10670.055862591114,55.879726363902996,0.10556448624753834,0.0004243677525840371,0.0001,1.0,0.9949885085178553,0.37510317639995683,0.9995152933184582,0.010432462547605558
0.2690223463687151,3.635017452997435,4.612918377294036,10558.721923557585,60.08800436302316,0.11351450200228459,0.00047770594111289246,0.0001,1.0,0.9949663997733813,0.4033430716895916,0.999493083988372,0.011712765348050578
0.2801899441340782,3.77479090512186,4.832449357945781,10449.060601806998,64.38751679252779,0.12163687214024495,0.00053495819067438,0.0001,1.0,0.9949441933799951,0.43219407023889855,0.9994707765651113,0.013084647790817408
0.29135754189944135,3.913677148516482,5.053956502296259,10341.041785207786,68.77235968248914,0.12992044325046342,0.0005962057096408244,0.0001,1.0,0.9949218889078005,0.4616164934906545,0.9994483706168245,0.014549923708095415
0.3025251396648045,4.051677754274739,5.277412132763487,10234.635975640118,73.23678418421518,0.13835435496732665,0.0006615243460178869,0.0001,1.0,0.9948994859250314,0.4915717072307492,0.9994258657097809,0.016110284298276607
0.31369273743016757,4.188794499365991,5.5027889124045375,10129.814273105601,77.77519699524126,0.14692804077343144,0.0007309847303754865,0.0001,1.0,0.994876983998044,0.5220221243594304,0.9994032614083638,0.017767301449735175
0.3248603351955307,4.325029359988718,5.730059847605163,10026.548360512737,82.38216048934308,0.15563122824519726,0.0008046524190328569,0.00010102306746985835,0.9960274478494653,0.9909022717738802,0.5507346576308679,0.9954104658930574,0.019515458723177996
